Canonical SMILES,Mutagenicity
CC12OOC2(C)c2c(O1)ccc1c2cccc1,non-mutagenic
CN(CCNC(=O)c1cccc2c1oc(n2)c1ccccc1)C,non-mutagenic
OCCCCl,mutagenic
OC(=O)COc1ccc(c(c1Cl)Cl)C(=O)c1cccs1,non-mutagenic
CC(=O)OC[C@@H](CO)O,mutagenic
COCC(=O)O,non-mutagenic
O=Nc1c(O)ccc2c1cccc2,non-mutagenic
Cc1c(N)cccc1N=Nc1cccc(c1C)N,mutagenic
[O-][N+](=O)c1ccc(c(c1)[N+](=O)[O-])O,non-mutagenic
Clc1ccc(cc1)C(Cl)(Cl)Cl,mutagenic
CC(=O)c1ccc([nH]1)[N+](=O)[O-],mutagenic
Nc1ncnc2c1cnn2CC(CN=N#N)O,mutagenic
NC(=O)c1cnccn1,non-mutagenic
OC1C2OC2c2c(C1O)ccc1c2cccc1,mutagenic
C=CC(=O)OCCOCCOCCOCCOC(=O)C=C,non-mutagenic
O=C1CCC(=O)N1c1cc(Cl)c(c(c1)Cl)Cl,non-mutagenic
CSc1cc(SC)c(c(c1N)C)N,mutagenic
CCN(c1ccccc1)N,mutagenic
CCOCCOCCOCC,non-mutagenic
COP(=S)(Oc1ccccc1C(=O)OC(C)C)NC(C)C,non-mutagenic
CC(OOC(C)(C)C)(C)C,non-mutagenic
CC(=O)Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)NC(=O)C,non-mutagenic
O[C@@H]1C=Cc2c([C@H]1O)ccc1c2cc(N)c2c1cccc2,mutagenic
N/C(=N\OS(=O)(=O)O)/c1ccccc1,non-mutagenic
ClCc1cc2cccc3c2c2c1cc1ccccc1c2cc3,mutagenic
O[C@H]1CC(=C[C@H]([C@@H]1O)O)C(=O)O,non-mutagenic
Cc1ccc2-c3c(C(c2c1)C)cc(cc3)C,non-mutagenic
CC(=O)OC1Cc2c3c1cc1cccc4c1c3c(cc2)cc4,mutagenic
CC(=O)Nc1ccc(cc1)N=Nc1cc(C)ccc1O,mutagenic
CNC(=O)ONC(=O)NC,mutagenic
O=S1(=O)CCCO1,mutagenic
Nc1nc2c(n1C)ccc1c2cncc1,mutagenic
ClC(C1=C(Cl)C(=O)OC1O)Br,mutagenic
Cc1ccc(cc1)CN1C2C1c1ccccc1-c1c2cccc1,mutagenic
Nc1ccc(cc1)Sc1ccccc1,mutagenic
CC(=O)N(c1ccc2c(c1)cccc2)O,mutagenic
[O-][N+](=O)c1ccc(o1)/C=C/C(=O)NC,mutagenic
[O-][N+](=O)c1c2ccccc2c2c3c1ccc1c3c(cc2)ccc1[N+](=O)[O-],mutagenic
[O-][N+](=O)c1ccc2c(c1)oc1c2cccc1,mutagenic
CCCCCC(=O)N,non-mutagenic
Cc1c(NC)ccc2c1nccn2,mutagenic
O=C(c1ccccc1)/C=C/c1ccc(cc1)c1ccccc1,non-mutagenic
Clc1cnc2c(c1C)cccc2,non-mutagenic
O=C(C(F)(F)F)Nc1scc(n1)c1ccc(o1)[N+](=O)[O-],mutagenic
CS(=O)(=O)OCCCCOS(=O)(=O)C,mutagenic
O=C(NC(C)(C)C)/C=C/c1ccc(o1)[N+](=O)[O-],mutagenic
CCOC[C@H]1CO1,mutagenic
c1cc2ccc3c4c2c(c1)ccc4cc1c3C=C[C@@H]2[C@H]1O2,mutagenic
Clc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Cl,non-mutagenic
COP(=O)(OC)OC,mutagenic
OC1Cc2c3c1c(C)ccc3cc1c2ccc2c1cccc2,non-mutagenic
ClC(C(=O)Nc1snc2c1cc(C)cc2)Cl,mutagenic
ClCc1cccc(c1)CCl,non-mutagenic
O=C(Nc1snc2c1cccc2)Nc1ccccc1,non-mutagenic
CCC(c1cc(n2nc3c(n2)cccc3)c(c(c1)C(CC)(C)C)O)(C)C,non-mutagenic
O1CCOCCOC2CCCCC2OCCOCCOCCOCCOC2C(OCCOCC1)CCCC2,non-mutagenic
C/C=C/c1cc(OC)ccc1OC,non-mutagenic
OC(=O)c1cc(N=Nc2ccc(cc2)S(=O)(=O)Nc2ccccn2)ccc1O,non-mutagenic
n1ccc2c(c1)cnnc2,non-mutagenic
CC/C=C/C,non-mutagenic
Oc1ccc2c3c1ccc1c3c(cc2)cc2c1cccc2,mutagenic
O=C(C(=C)C)OCCCCCCOC(=O)C(=C)C,non-mutagenic
CC(=O)c1ccc2c(c1)cccc2,non-mutagenic
ClCC(=O)c1ccccc1,non-mutagenic
[O-][N+](=O)c1cccc2-c3c4c(-c12)cccc4c(cc3)[N+](=O)[O-],mutagenic
O=C/C(=C(\C(=O)O)/Cl)/C(Cl)Cl,mutagenic
Nc1cccc2c1c(O)nnc2O,non-mutagenic
CCC(=O)Nc1snc2c1cc(C)cc2,non-mutagenic
OCC1OC(C(C1O)O)n1cc(O)c(nc1=O)N,non-mutagenic
Nc1ccc(c(c1)S(=O)(=O)O)/C=C\c1ccc(cc1S(=O)(=O)O)N,non-mutagenic
COc1ccc(cc1)C(=C(c1ccc(cc1)OC)Cl)c1ccc(cc1)OC,non-mutagenic
O=NN(C(=O)Oc1ccccc1OC(C)C)C,mutagenic
Oc1ccc2c3c1-c1ccccc1-c3ccc2[N+](=O)[O-],mutagenic
CC1=CC[C@H]2[C@H](C1)[C@@H](CC=C2C)C(C)C,non-mutagenic
O=NN(c1ccccc1)C,mutagenic
CN(CCNC(=O)c1cccc2c1nc(o2)c1ccccc1)C,non-mutagenic
CCCC[C@H](COC(=O)c1ccc(c(c1)[N+](=O)[O-])N(C)C)CC,mutagenic
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(cc1)Cl,non-mutagenic
ClCCNC(=O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N,mutagenic
c1cc2ccc3c4c2c(c1)ccc4cc1c3occ1,mutagenic
Nc1ccc(cc1)c1ccc(cc1)c1ccc(cc1)N,mutagenic
COc1cc(ccc1O)c1oc2cc(O)cc(c2c(=O)c1O)O,non-mutagenic
C[Si](O[Si](C)(C)C)(C)C,non-mutagenic
CCCCCCCCCCCCCCCCCC(=O)N,non-mutagenic
OC(=O)C1OC(Nc2nc3c(n2C)ccc2c3nc(C)cn2)C(C(C1O)O)O,non-mutagenic
CC[Si](CC)(Cl)Cl,non-mutagenic
Cc1ccc(cc1)S(=O)(=O)OCc1ccccc1,non-mutagenic
[O-][N+](=O)c1cc(O)c(c(c1)[N+](=O)[O-])C,non-mutagenic
CC(=O)Nc1ccc(cc1)OC(=O)c1ccccc1OC(=O)C,non-mutagenic
COc1cc2OC3C(c2c2c1c1CCOC(=O)c1c(=O)o2)C=CO3,mutagenic
CC(CCCC(C1CCC2C1(C)CCC1C2CC2C3(C1(C)CCC(C3)Cl)N2N1C(=O)c2c(C1=O)cccc2)C)C,non-mutagenic
O=CN1CCc2c3c1cc1ccccc1c3c(c(c2)OC)OC,mutagenic
C1CCCCCC2C(CCCC1)O2,non-mutagenic
OCCc1ccc(cc1)N(C)C,mutagenic
Oc1c2c(OC3C2CCO3)cc2c1c(=O)c1c(o2)cccc1O,non-mutagenic
ClCCN(c1ccc(cc1)OCCCCCNc1c2ccccc2nc2c1cccc2)CC,mutagenic
CC(=O)OCc1c2ccccc2cc2c1c1ccccc1cc2,mutagenic
OC(=O)c1cc(O)c2c(n1)c(O)ccc2,non-mutagenic
O=C1CCCN1C,non-mutagenic
Oc1c(cccc1[N+](=O)[O-])[N+](=O)[O-],non-mutagenic
N#CC(O)(C)C,non-mutagenic
CC(C[C@H](N)C)C,non-mutagenic
NCCc1c[nH]cn1,non-mutagenic
CN(NC(=O)CCC(=O)O)C,non-mutagenic
Oc1ccc2c(c1)cccc2O,mutagenic
Cc1cc(ccc1N=Nc1ccc2c(c1O)c(N)c(cc2S(=O)(=O)O)S(=O)(=O)O)c1ccc(c(c1)C)N=Nc1ccc2c(c1O)c(N)c(cc2S(=O)(=O)O)S(=O)(=O)O,mutagenic
O=CCCN(C(=O)OCC)N=O,mutagenic
CCOC(C(=O)C(O)O)C,mutagenic
CC(COC(=O)C=C)O,non-mutagenic
OC1C=Cc2c(C1O)cc1c(c2Br)ccc2c1cccc2,non-mutagenic
Oc1ccc(cc1)Nc1ccc2c(c1)cccc2,non-mutagenic
COc1ccc(c(c1)N=Nc1c(O)ccc2c1cccc2)OC,mutagenic
O[C@H]1CCCCCc2cc(O)cc(c2C(=O)O[C@H](CCC1)C)O,non-mutagenic
[O-][N+](=O)c1cccc2c1c(ccc2)[N+](=O)[O-],mutagenic
CCC#C[C@H]([C@@]1(CC=C)C(=O)NC(=O)N(C1=O)C)C,non-mutagenic
CC(=O)ON(C(=O)c1ccccc1)OCc1ccc(cc1)C,mutagenic
[O-][N+](=O)c1nc2c(n1C)ccc1c2cccn1,mutagenic
CC(=O)Nc1ccc2-c3c(Cc2c1O)cccc3,non-mutagenic
CSCCC(C(=O)O)NC(=O)COc1ccc(cc1Cl)Cl,non-mutagenic
COc1ccc(cc1)C(=C(C#N)CCC(=O)O)c1ccc(cc1)OC,non-mutagenic
COc1cc(ccc1OC)CC1CO1,mutagenic
Cl/C(=C(\C(=C(Cl)Cl)Cl)/Cl)/SSc1ccccc1[N+](=O)[O-],mutagenic
CC(=O)c1ccc2c(c1)CN1C(=N2)c2c(C1=O)cccc2,mutagenic
O=C(N1CC(=O)N2[C@H](C1)c1ccccc1CC2)C1CCCCC1,non-mutagenic
Fc1ccc2-c3c(C(c2c1)C)cc(cc3)F,mutagenic
Nc1ccc2c(c1)c1ccccc1cc2,mutagenic
CC(=O)ON(C(=O)c1ccccc1)OCc1ccc(cc1)c1ccccc1,mutagenic
c1ccc(cc1)O[Si](Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,non-mutagenic
COc1ccc(cc1[N+](=O)[O-])c1oc2ccccc2c(=O)c1[N+](=O)[O-],mutagenic
CCCOS(=O)(=O)C,mutagenic
[O-][N+](=O)c1cccc(c1C)N,mutagenic
Nc1cnc2c(c1)cccc2,mutagenic
OC(=O)CCCCC1SCC2C1NC(=O)N2,non-mutagenic
O=C(c1ccccc1)OOC(C)(C)C,mutagenic
CC(=O)C1(CCNCC1)c1ccccc1,non-mutagenic
NCCCCC(C(=O)NC(C(=O)NC(C(=O)O)CCCCN)Cc1c[nH]c2c1cccc2)N,non-mutagenic
O=c1n(Cl)c(=O)n(c(=O)n1Cl)Cl,non-mutagenic
CC1CN(C)C2C(C1)c1cc(Br)cc3c1c(C2)cn3CC1CC1,non-mutagenic
Cn1cnc2c1ccc1c2cccn1,mutagenic
Clc1ccc(cc1)CN1C2C1c1ccccc1-c1c2cccc1,mutagenic
Nc1cc(ccc1c1ccc(cc1)[N+](=O)[O-])[N+](=O)[O-],mutagenic
C=C,non-mutagenic
Nc1ccc(cc1)c1nc2c(s1)c(c(cc2)C)S(=O)(=O)O,mutagenic
OCN1[C@H](O)[C@H](N(C1=O)CO)O,mutagenic
[O-][N+](=O)c1cccc(c1)c1ccc(c(c1)[N+](=O)[O-])O,mutagenic
OC(=O)c1c(N)cccc1N,mutagenic
Oc1ccc2c(c1)c1cc3ccccc3cc1c1c2cccc1,mutagenic
Cc1ccc(cc1)Br,non-mutagenic
CC(CN1CC(OC1=O)C)O,non-mutagenic
CCNS(=O)(=O)c1ccccc1C,mutagenic
Nc1ccc2c(c1N=Nc1ccccc1)cccc2,non-mutagenic
Clc1ccc2c(c1)cccn2,mutagenic
CC(=O)O[C@@H](c1ccc2c(c1)OCO2)[C@@H]1CO1,mutagenic
CCCCOC(=O)C=C,non-mutagenic
CCOP(=S)(Oc1nc(Cl)c(cc1Cl)Cl)OCC,non-mutagenic
Oc1cc(O)c2c(c1)oc(=O)cc2C,non-mutagenic
O=C1c2ccccc2C(=O)c2c1c(O)c(c(c2)O)C,mutagenic
[O-][n+]1cnc2c(c1N)ncn2C(c1ccccc1)(c1ccccc1)c1ccccc1,mutagenic
O=C1NC(=O)N(C1)/N=C/C=C/c1ccc(o1)[N+](=O)[O-],mutagenic
ONc1ccc(cc1)Sc1ccccc1,mutagenic
O1CCOCCOCCOCC1,non-mutagenic
BrCc1c2ccccc2cc2c1cccc2,mutagenic
[O-][N+](=O)c1ccc2c3c1ccc1c3c(cc2)ccc1[N+](=O)[O-],mutagenic
C=CC(=O)NCCCN(C)C,non-mutagenic
Nc1cccc2c1c(N)c1c(n2)cccc1,mutagenic
O=Nc1ccc2c3c1ccc1c3c(cc2)c(cc1)[N+](=O)[O-],mutagenic
Nc1ccc(cc1)[N+](=O)[O-],mutagenic
COc1ccccc1NC(=O)C(C(=O)C)N=Nc1ccc(cc1Cl)c1ccc(c(c1)Cl)N=NC(C(=O)Nc1ccccc1OC)C(=O)C,non-mutagenic
Clc1cccc(c1)Cl,non-mutagenic
CCc1c2ccccc2cc2c1c1ccccc1cc2,non-mutagenic
CC(=O)NCCc1ccc(c(c1)c1c(O)c(O)c2c(c1O)C(=O)c1c(C2=O)cc(c(c1C(=O)O)C(=O)O)O)O,non-mutagenic
Nc1ccc(cc1O)c1ccc(c(c1)O)N,mutagenic
CS(=O)(=O)OC1CN(C1)C(c1ccccc1)c1ccccc1,mutagenic
NCCS,non-mutagenic
CN(c1ccc(cc1)N=Nc1ccc(cc1)N(C(=O)C)C)C(=O)C,non-mutagenic
C[n+]1c2ccccc2nc2c1cccc2,mutagenic
O=NC([N+](=O)[O-])(C)C,mutagenic
C1CCCCNC1,non-mutagenic
Cc1cccc(c1)Br,non-mutagenic
Clc1ccc(c(c1)Cc1ccccc1)O,non-mutagenic
COc1ccc(cc1)N,mutagenic
ClCCN(C(=O)N[C@@H](P(=O)(OCC)OCC)C)N=O,mutagenic
[O-][N+](=O)c1ccc2c(c1)c1cccc(c1[nH]2)[N+](=O)[O-],mutagenic
OC(=O)[C@H](O)C,non-mutagenic
OC(=O)c1ccc(cc1)/C=N/n1nnc2-c(c1O)nc1c2cccc1,mutagenic
CCCCCCCCCCCCCCCCCC1=NCCN1CCO,non-mutagenic
Nc1cccc(c1)c1ccccc1,mutagenic
ONC(=O)c1ccccc1,mutagenic
NCCN1CCNCC1,non-mutagenic
ClCCN(c1ccc(cc1)C)CCCl,non-mutagenic
OC1C=Cc2c(C1O)c1ccccc1c1c2cc2ccccc2c1,mutagenic
COC(=O)c1cc2c([nH]1)c1ncccc1cc2,non-mutagenic
[O-][N+](=O)c1ccc2c3c1c1CCCCc1c1c3c(cc2)ccc1,mutagenic
Clc1cc(Cl)c(c(c1Cl)Cl)Cl,non-mutagenic
Oc1ccc(cc1)C(=O)N/N=C/c1ccc(o1)[N+](=O)[O-],mutagenic
CC(=O)Nc1ccc(c(c1)N=[N+](c1cc(ccc1C)NC(=O)C)[O-])C,non-mutagenic
O=C1O[C@H]2CCN3[C@@H]2C(=CC3)COC(=O)[C@]([C@]([C@H]1C)(C)O)(C)O,non-mutagenic
O=Nc1ccc(cc1)Oc1ccc(cc1)NC(=O)C,mutagenic
ClCC[N+](CCCl)(C)[O-],mutagenic
Cc1ccc2c(c1)nn[nH]2,non-mutagenic
ONc1cc(NO)c(c(c1)[N+](=O)[O-])C,mutagenic
CCOC(=O)c1[nH]c2c(c1/N=C/c1ccc(cc1)C)cccc2,non-mutagenic
c1ccc2-c3cc4ccc5c(c4cc3C3C(c2c1)N3)cccc5,mutagenic
COC(=O)C1OC1c1ccccc1,mutagenic
CN(C1CCCCC1)C,non-mutagenic
CC(C(=O)Nc1ccccc1)Br,mutagenic
OC(=O)C1CSC(N1C(=O)CCSSCCC(=O)N1C(CSC1c1ccccc1O)C(=O)O)c1ccccc1O,non-mutagenic
O=C([C@H]1CN(C)[C@@H]2C(=C1)c1cccc3c1c(C2)c[nH]3)N[C@@]1(C)O[C@]2(N(C1=O)[C@H](Cc1ccccc1)C(=O)N1[C@@H]2CCC1)O,non-mutagenic
[O-][N+](=O)c1ccc2-c3c(Cc2c1)cccc3,mutagenic
O=C1C(O)CC(N1C)c1cccnc1,non-mutagenic
CC(=O)Nc1ccc(cc1)C(=O)/C=C/c1ccccc1,non-mutagenic
[O-][N+](=O)c1ccc2-c3c(-c4c2c1ccc4)cccc3,mutagenic
CCCCCCCCC,non-mutagenic
CCN(C(=S)SSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)CC,non-mutagenic
CC(=O)Oc1ccc(cc1)C(c1ccccn1)c1ccc(cc1)OC(=O)C,non-mutagenic
Cc1ccc(c(c1)S(=O)(=O)O)N=Nc1c(O)ccc2c1cccc2,non-mutagenic
CNCCN(c1ccccn1)Cc1ccc(cc1)OC,non-mutagenic
CCCO/C=C/C=C/C=C/C=C/C=C/CC,mutagenic
[O-][N+](=O)c1nccn1C[C@H](COC)O,mutagenic
CCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCCC,non-mutagenic
CC/C=C/C=C/C=C/C=C/C=C/OCC(CO)O,mutagenic
CC(=C)C(Cl)C,mutagenic
COc1c(C(=O)O)c(O)nc2c1cccc2,non-mutagenic
CC(Cc1ccccc1)N,non-mutagenic
O=C1CCC(=O)O1,non-mutagenic
[O-][N+](=Nc1ccccc1)c1ccccc1,mutagenic
COC(=O)[C@@H]1c2cc3c(c(c2[C@H](C[C@]1(O)CC)O[C@@H]1O[C@@H](C)[C@H]([C@H](C1)N(C)C)O[C@H]1C[C@H](O)[C@@H]([C@@H](O1)C)O[C@@H]1O[C@@H](C)C(=CC1=N)O)O)C(=O)c1c(C3=O)c(O)ccc1O,mutagenic
O=C(/C=C/c1ccc(o1)[N+](=O)[O-])NCC(C)(C)C,mutagenic
Cc1cccc2c1cccc2,non-mutagenic
CCOC(=O)C(CS)N,mutagenic
C1=C[C@H]2[C@@H](O1)Oc1c2cccc1,mutagenic
ClC(C(c1ccc(cc1)Cl)c1ccc(cc1)Cl)(Cl)Cl,non-mutagenic
CS(=O)(=O)Nc1ccc(cc1)Nc1c2ccccc2nc2c1cccc2,mutagenic
NC(=S)N,non-mutagenic
Clc1ccc(c(c1)N)N,mutagenic
COc1c(OC)ccc2c1cc1N(C)CCc3c1c2c1OCOc1c3,mutagenic
OCCOc1cc(O)c2c(c1)oc(c(c2=O)O)c1ccc(c(c1)OCCO)OCCO,non-mutagenic
O=Nc1ccc(cc1)c1ccccc1,mutagenic
C=CCN(CC=C)CC=C,non-mutagenic
ClC(=O)C(Cl)Cl,mutagenic
COc1cc(OC)c2c(c1)oc1c(c2=O)cc(cc1)OC,mutagenic
CC(=O)c1ccccn1,non-mutagenic
O=C(c1ccccc1)N(OC(=O)C)OCc1ccc(cc1)[N+](=O)[O-],mutagenic
Nc1cc(N)c(cc1N=Nc1ccc(cc1)S(=O)(=O)N)N=Nc1ccc(cc1)S(=O)(=O)N,mutagenic
CC(C(=O)OC)CN=N#N,mutagenic
c1ccc2c(c1)ccc1c2cc([C@H]2OC2)c2c1cccc2,mutagenic
O=NN1CCCCC1,mutagenic
CSCCC(=O)N1C(CSC1c1ccccc1O)C(=O)O,non-mutagenic
ClCCN(c1ccc2c(c1)ccc1c2cc(o1)[N+](=O)[O-])CCCl,mutagenic
N#N=NCC1OC(O)C(C(C1O)O)O,mutagenic
FC(OC(C(F)(F)F)Cl)F,non-mutagenic
Nc1ccc(cc1)S(=O)(=O)O,non-mutagenic
Clc1ccc(cc1)S(=O)(=O)n1ncc(c(c1=O)Cl)Cl,non-mutagenic
CCCCCCCCCc1ccc(cc1)O,non-mutagenic
O=NN1CCc2c(C1)cc(c(c2)OC)OC,mutagenic
C/C=C/C(=O)OC1CC2C3(C1(C)C1(C)CC(=O)C(=CC1O2)C)CO3,non-mutagenic
CC(=O)c1oc(c(c1c1ccccc1)c1ccccc1)[N+](=O)[O-],mutagenic
OC1CC2(C)C(C(C1O)(C)C(=O)O)CCC1(C2CC=C2C1(C)CCC1(C2CC(C)(C)CC1)C(=O)O)C,non-mutagenic
COc1ccc2c(c1)c(=O)c1c(o2)cc(cc1O)O,mutagenic
CC/C(=C(\c1ccc(cc1)OC(=O)CC)/CC)/c1ccc(cc1)OC(=O)CC,non-mutagenic
NC(=O)/C=C/c1ccc(o1)[N+](=O)[O-],mutagenic
OC1CCN(CC1)c1c(F)cc2c3c1CCC(n3cc(c2=O)C(=O)O)C,non-mutagenic
C/C(=C/CC/C=C(\CC/C=C(\CCC=C(C)C)/C)/C)/CC/C=C(\CCC=C(C)C)/C,non-mutagenic
CN(c1c(C)n(n(c1=O)c1ccccc1)C)C,mutagenic
C/C(=N/O)/CC,mutagenic
Nc1nc2c(s1)cccc2,non-mutagenic
CCCCOO,mutagenic
COc1cc(ccc1O)c1nc(c([nH]1)c1ccccc1)c1ccccc1,mutagenic
Nc1nc(N)c2c(n1)nc(c(n2)c1ccccc1)N,non-mutagenic
c1ccc2c(-c3ccccc3C3C2O3)c1,mutagenic
OC[C@@H]1O[C@@H]1[C@@]12O[C@H]2[C@@]2(C(=CC1=O)CC[C@H]([C@H]2C)O)C,mutagenic
BrCCOC(=O)C(=O)OCCBr,mutagenic
Oc1cc2O[C@H]3[C@H](c2c2c1c(=O)c1c(o2)cccc1O)C=CO3,mutagenic
C[n+]1ccc(cc1)c1ccccc1,non-mutagenic
Brc1cc(Br)c(c(c1)Br)O,non-mutagenic
COC(=O)c1cc(OC)c2c(c1c1c(cc(c3c1OCO3)OC)C(=O)OC)OCO2,non-mutagenic
[O-][N+](=O)c1ccc2c(c1)c(/C=N/OCc1cccc(c1)[N+](=O)[O-])c(n2Cc1ccccc1)C,mutagenic
Cc1cc2c3c4c1cccc4ccc3cc1c2cccc1,mutagenic
C1CN2CCN1CC2,non-mutagenic
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(c(c2)OC)O)ccc1O,non-mutagenic
Nc1ccc2c(c1)nc(c(n2)C)C,mutagenic
Cl[C@H]1C=C[C@@H]2[C@@H]1[C@@]1(Cl)C(=C([C@@]2(C1(Cl)Cl)Cl)Cl)Cl,non-mutagenic
O=C(c1cccc(c1)[N+](=O)[O-])/N=c/1\sn(c2c1cc(cc2)[N+](=O)[O-])C(=O)c1cccc(c1)[N+](=O)[O-],mutagenic
Nc1ccc(c(c1)N)N=Nc1ccccc1,mutagenic
OC[C@H](O)C,non-mutagenic
CCC(COC(=O)c1ccccc1C(=O)O)CCCC(=O)O,non-mutagenic
Cl/C=C(/SCC(C(=O)O)NC(=O)C)\Cl,mutagenic
C=CC(=O)OCC(C)C,non-mutagenic
CCc1ccc(cc1)/C=C/c1ccc(cc1)[N+](=O)[O-],mutagenic
Nc1c(cccc1[N+](=O)[O-])[N+](=O)[O-],mutagenic
OC(=O)C(Cl)(Cl)C,non-mutagenic
ClC(SN1C(=O)c2c(C1=O)cccc2)(Cl)Cl,mutagenic
CN(CCOC(c1ccccc1)c1ccccc1)C,non-mutagenic
C1=Cc2c(C1)ccc1c2ccc2c1cccc2,mutagenic
CC(=O)OCc1c2ccccc2cc2c1cccc2,mutagenic
COCCOC(=O)C=C,non-mutagenic
OCc1ccccc1N=Nc1ccc(cc1)N(C)C,mutagenic
OCC=C,non-mutagenic
Clc1c(O)cc(c(c1Cl)Cl)Cl,non-mutagenic
CC(=O)Nc1ccc(cc1)S(=O)(=O)Cl,non-mutagenic
Nc1ccc(c(c1C)N)N=Nc1ccccc1,mutagenic
BrCCCCCBr,mutagenic
CCN,non-mutagenic
OCCCl,mutagenic
CCCCCCCCCCCCO,non-mutagenic
O=C1C=Cc2c3c1ccc1c3c(cc2)C(=O)C=C1,mutagenic
BrC1=C(Br)C(=O)OC1,mutagenic
Clc1cc(Cl)c(c(c1)Cl)N,non-mutagenic
c1ccc2c(c1)c1c3ccccc3c3c4c1c(c2)ccc4ccc3,mutagenic
CC(CNCC(C)C)C,non-mutagenic
COc1ccc2c(-c3nccc4c3c(C2=O)c(O)c(c4)OC)c1,mutagenic
Nc1n[nH]cn1,non-mutagenic
CCOC(=O)CNC(=O)C(Br)C,mutagenic
NCCCS(=O)(=O)Nc1ccc(cc1)Nc1c2cc(N=N#N)ccc2nc2c1ccc(c2)N=N#N,mutagenic
ClCc1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],mutagenic
OC[C@@H]1O[C@H](O[C@H]([C@@H](C(=O)N[C@H]([C@H]([C@H](C(=O)N[C@H](C(=O)NCCc2scc(n2)c2scc(n2)C(=O)NCCCN[C@@H](c2ccccc2)C)[C@H](O)C)C)O)C)NC(=O)c2nc(nc(c2C)N)[C@H](CC(=O)N)NC[C@@H](C(=O)N)N)c2nc[nH]c2)[C@H]([C@@H]([C@H]1O)O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)OC(=O)N)O,mutagenic
CCCCOC(=O)c1ccccc1N,non-mutagenic
CCc1c2ccc3c(c2c(c2c1cccc2)C)cccc3,non-mutagenic
c1ccc2c(c1)C1=C3OC3=C3C1C(=c1ccccc1=C3)C2,mutagenic
CCCCCOC(=O)C=C,non-mutagenic
CC(OS(=O)(=O)C)C,mutagenic
Cc1c2ccccc2cc2c1c1ccccc1cc2,mutagenic
O=C1c2ccc3c(c2-c2c1ccc1c2cccc1)cccc3,mutagenic
OS(=O)(=O)CNc1ccc(cc1)N=Nc1cccnc1,non-mutagenic
Nc1cc2c(cc1C)nc1c([n+]2c2ccccc2)cc(c(c1)C)N,mutagenic
CN(CCCN1c2ccccc2Sc2c1cc(Cl)cc2)C,non-mutagenic
COC(=C1C(=NC(=C([C@H]1c1cccc(c1Cl)Cl)C(=O)OC(C)C)COC(=O)N)C)O,non-mutagenic
BrCc1c2ccc3c(c2c(c2c1cccc2)C)cccc3,mutagenic
c1cc(/C=C/c2ccccc2)cc(c1)/C=C/c1ccccc1,non-mutagenic
[O-][N+](=O)c1ccc2c(c1)c1ccccc1cc2,mutagenic
Nc1cnc2c(c1C)nc1n2cccc1C,mutagenic
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(c(c1)Cl)Oc1ncc(cc1Cl)C(F)(F)F,non-mutagenic
CCCCCCCCCCCCOC[C@@H]1OC1,non-mutagenic
CN1C2=Nc3c(C2C(c2c1cccc2)C)cccc3,mutagenic
Cc1cc2ccccc2c2c1c1ccccc1cc2,mutagenic
Clc1cc(Cl)c(c(c1)S(=O)c1cc(Cl)cc(c1O)Cl)O,mutagenic
O=C1C=C(C(=O)C(=C1)C1=CC(=O)C=C(C1=O)C(C)(C)C)C(C)(C)C,mutagenic
OC(=O)Cc1ccccc1Cl,non-mutagenic
C=CCCC(C=O)CC,non-mutagenic
Nc1cnn(c(=O)c1Cl)c1ccccc1,non-mutagenic mutagenic
COc1cccc2c1C(=O)c1c(C2=O)c(O)c2c(c1O)C(OC1CC(N)C(C(O1)C)O)CC(C2)(O)C(=O)C,mutagenic
c1ccc2c(-c3ccccc3C3C2N3)c1,mutagenic
c1ccc2c(c1)cc1c3c2[C@H]2O[C@H]2c3cc2c1cccc2,mutagenic
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@@H](c1ccnc2c1cc(OC)cc2)O,non-mutagenic
CC(C(=O)NCc1ccc(cc1)Cl)Br,mutagenic
NNC(=O)CNc1ccc2c(c1)cccc2,non-mutagenic
[O-][N+](=O)c1cc2ccc3c4c2c(c1)ccc4cc1c3cccc1,mutagenic
O=C(C1(C)OC1)Nc1ccccc1,mutagenic
Oc1ccnc(n1)O,non-mutagenic
COC(=O)C1O/C(=N\O)/C(=C1Cl)Cl,non-mutagenic
OCC(C(CO)O)NC(=O)C1CC([N+](=O)C1(C)C)(C)C,non-mutagenic
N#N=NCC(Cn1cnc2c1ncnc2N)O,mutagenic
ClCCN(c1ccc(cc1)OCC(=O)O)CCCl,mutagenic
OC(=O)c1occc(=O)c1O,non-mutagenic
[O-][N+](=O)c1c(C)cccc1[N+](=O)[O-],mutagenic
